user,item,score
7,7143,90.0
7,380,60.0
7,3994,60.0
7,4306,80.0
7,3408,90.0
7,2683,40.0
7,33794,40.0
7,2762,90.0
7,34319,90.0
7,3916,80.0
7,2858,80.0
7,3793,70.0
7,33493,20.0
7,1101,80.0
7,1617,60.0
7,32031,30.0
7,4963,80.0
7,30812,70.0
7,1183,30.0
7,3114,90.0
7,2324,40.0
7,8870,70.0
7,588,60.0
7,648,80.0
7,49286,10.0
7,4896,80.0
7,165,80.0
7,3578,30.0
7,1954,90.0
7,260,100.0
7,5459,60.0
7,5618,100.0
7,589,50.0
7,5378,10.0
7,750,80.0
7,8984,80.0
7,5816,90.0
7,1584,100.0
7,5349,70.0
7,1208,80.0
7,5445,80.0
7,1240,100.0
7,49824,60.0
7,1246,30.0
7,45730,10.0
7,8368,50.0
7,4995,90.0
7,356,100.0
7,6934,40.0
7,7445,80.0
7,5952,90.0
7,4874,60.0
7,50,90.0
7,1682,60.0
7,2717,70.0
7,5502,30.0
7,8665,70.0
7,37741,70.0
7,8908,90.0
7,1917,80.0
7,42002,90.0
7,2640,60.0
7,34048,60.0
7,2688,50.0
7,1270,100.0
7,592,60.0
7,48516,20.0
7,8798,90.0
7,1210,80.0
7,1923,30.0
7,8957,80.0
7,4223,40.0
7,8783,20.0
7,4993,90.0
7,5989,80.0
7,8907,20.0
7,780,90.0
7,2019,100.0
7,4886,80.0
7,8965,20.0
7,58,60.0
7,45499,80.0
7,8958,70.0
7,4246,40.0
7,8961,80.0
7,3869,100.0
7,1784,10.0
7,32029,40.0
7,7153,80.0
7,924,80.0
7,2628,30.0
7,2529,100.0
7,2671,90.0
8,593,80.0
8,236,60.0
8,539,60.0
8,590,100.0
8,317,60.0
8,2,80.0
8,364,100.0
8,597,60.0
8,367,60.0
8,587,60.0
8,153,40.0
8,10,40.0
8,432,20.0
8,253,100.0
8,500,40.0
8,150,80.0
8,282,60.0
8,21,80.0
8,457,60.0
8,208,60.0
8,440,60.0
8,357,100.0
8,185,100.0
8,296,80.0
8,235,60.0
8,592,60.0
8,527,100.0
8,39,60.0
8,586,60.0
8,339,60.0
8,480,80.0
9,5481,100.0
9,1270,100.0
9,3173,40.0
9,5891,20.0
9,5952,100.0
9,5843,60.0
9,4993,100.0
9,5218,80.0
9,5507,20.0
9,2012,80.0
9,223,80.0
9,5445,80.0
9,371,60.0
9,627,60.0
9,5956,80.0
9,5902,100.0
9,3328,60.0
9,2023,60.0
9,4131,20.0
9,41,60.0
9,5988,40.0
9,1037,40.0
9,1674,80.0
9,2300,100.0
9,5872,60.0
9,1095,80.0
9,1198,100.0
9,2877,60.0
10,56367,70.0
10,78772,60.0
10,54286,70.0
10,96079,100.0
10,49286,100.0
10,6266,60.0
10,7149,80.0
10,129428,70.0
10,97938,20.0
10,588,80.0
10,1784,70.0
10,70183,60.0
10,296,20.0
10,72737,70.0
10,4993,80.0
10,56949,60.0
10,8665,70.0
10,40819,80.0
10,7169,90.0
10,8961,50.0
10,7451,70.0
10,87222,70.0
10,71579,100.0
10,95449,80.0
10,84374,70.0
10,51834,30.0
10,82499,40.0
10,63992,90.0
10,3882,60.0
10,8869,100.0
10,68954,80.0
10,5066,60.0
10,7151,60.0
10,49272,100.0
10,4995,80.0
10,59421,40.0
10,5957,60.0
10,47099,60.0
10,106696,90.0
10,2762,10.0
10,7293,70.0
10,7153,80.0
10,1088,60.0
10,95510,60.0
10,8636,70.0
10,88163,80.0
10,2959,10.0
10,7458,100.0
10,64969,10.0
10,119145,20.0
10,107141,40.0
10,1247,60.0
10,58559,90.0
10,106782,20.0
10,1907,80.0
10,1307,60.0
10,41285,50.0
10,72011,50.0
10,4306,90.0
10,70293,10.0
10,31685,90.0
10,7375,80.0
10,104374,80.0
10,73017,60.0
10,31433,50.0
10,8970,20.0
10,86548,60.0
10,8529,70.0
10,30749,70.0
10,6155,60.0
10,33794,100.0
10,5952,80.0
10,91529,100.0
10,72998,50.0
10,80549,70.0
10,94070,90.0
10,109487,10.0
10,91104,60.0
10,2858,20.0
10,81847,70.0
10,2671,70.0
10,33145,60.0
10,63113,70.0
10,51662,60.0
10,60950,40.0
10,79091,100.0
10,69844,60.0
10,58047,70.0
10,3578,80.0
10,7154,80.0
10,69406,90.0
10,4447,90.0
10,4246,70.0
10,106489,70.0
11,1586,80.0
11,1408,100.0
11,1704,80.0
11,1573,60.0
11,292,80.0
11,466,60.0
11,1784,100.0
11,1687,60.0
11,1917,80.0
11,95,60.0
11,110,100.0
11,1101,100.0
11,368,60.0
11,1597,80.0
11,1391,20.0
11,1616,60.0
11,376,40.0
11,165,60.0
11,1358,80.0
11,1840,80.0
11,1882,40.0
11,6,100.0
11,44,40.0
11,356,100.0
11,434,60.0
11,1518,80.0
11,1100,60.0
11,2027,60.0
11,1370,60.0
11,1608,80.0
11,1552,80.0
11,380,80.0
11,2028,100.0
11,589,80.0
11,474,80.0
11,153,60.0
11,780,80.0
11,349,100.0
11,377,60.0
11,529,100.0
11,593,100.0
11,1385,60.0
11,736,80.0
11,1721,100.0
12,2572,100.0
12,5620,80.0
12,261,90.0
12,357,70.0
12,168,100.0
12,830,80.0
12,8533,100.0
12,3668,100.0
12,543,70.0
12,1405,60.0
12,222,100.0
12,1265,70.0
12,2694,80.0
12,1721,100.0
12,3967,90.0
12,277,60.0
12,920,90.0
12,39,80.0
12,1357,100.0
12,256,100.0
12,2421,60.0
13,3827,80.0
13,3578,100.0
13,2541,40.0
13,3409,40.0
13,3300,80.0
13,2145,60.0
13,3897,80.0
13,3513,60.0
13,3996,100.0
13,597,60.0
13,4148,80.0
13,3753,80.0
13,1590,80.0
13,1619,60.0
13,1721,80.0
13,3977,60.0
13,1173,60.0
13,1639,80.0
13,1198,100.0
13,4011,100.0
13,3793,80.0
13,3863,80.0
14,231,60.0
14,491,60.0
14,193,60.0
14,377,60.0
14,95,100.0
14,383,80.0
14,508,60.0
14,288,80.0
14,553,80.0
14,150,80.0
14,47,100.0
14,339,80.0
14,552,60.0
14,7,60.0
14,524,60.0
14,784,20.0
14,509,100.0
14,266,100.0
14,367,20.0
14,590,80.0
14,39,60.0
14,586,60.0
14,318,60.0
14,356,80.0
14,593,80.0
14,19,20.0
14,434,80.0
14,337,100.0
14,32,80.0
14,480,60.0
14,351,60.0
14,25,80.0
14,527,60.0
14,296,60.0
15,1196,100.0
15,44,20.0
15,134130,80.0
15,5445,80.0
15,260,100.0
15,91500,60.0
15,256,60.0
15,143385,60.0
15,5971,40.0
15,63859,60.0
15,104841,90.0
15,4886,70.0
15,166635,70.0
15,4018,80.0
15,5952,70.0
15,1653,90.0
15,72998,60.0
15,3156,100.0
15,2012,80.0
15,588,60.0
15,2959,50.0
15,101864,80.0
15,3994,60.0
15,3578,100.0
15,589,100.0
15,4226,30.0
15,96610,60.0
15,8961,50.0
15,1265,70.0
15,48774,60.0
15,48304,90.0
15,4370,80.0
15,33493,100.0
15,122882,40.0
15,99114,20.0
15,158872,70.0
15,84152,100.0
15,5989,100.0
15,166528,100.0
15,115149,40.0
15,85414,70.0
15,122922,40.0
15,2085,30.0
15,318,100.0
15,109487,80.0
15,780,70.0
15,1347,60.0
15,1214,100.0
15,4720,100.0
15,2858,80.0
15,1270,100.0
15,1210,100.0
15,79132,70.0
15,122886,100.0
15,3147,100.0
15,4995,100.0
15,3753,60.0
15,68954,70.0
15,71057,80.0
15,356,100.0
15,5618,60.0
15,60069,70.0
15,152081,60.0
15,134853,90.0
15,89745,40.0
15,109374,40.0
15,48780,90.0
15,3499,80.0
15,122904,40.0
15,97938,80.0
15,68237,60.0
15,8360,50.0
15,596,40.0
15,3535,70.0
15,112852,30.0
15,64614,80.0
15,50872,60.0
15,2278,50.0
15,2916,90.0
15,849,40.0
15,112556,90.0
15,7254,70.0
15,355,20.0
15,858,80.0
15,105504,80.0
15,8644,70.0
15,56174,70.0
15,103249,70.0
15,69757,80.0
15,2001,100.0
15,2081,60.0
15,3510,100.0
15,152077,100.0
15,364,60.0
15,2762,60.0
15,296,80.0
15,58559,40.0
15,527,100.0
15,84954,90.0
15,6502,70.0
15,71264,50.0
15,70286,70.0
16,1267,80.0
16,1208,80.0
16,5971,80.0
16,7153,70.0
16,1222,90.0
16,1147,80.0
16,2959,70.0
16,4011,60.0
16,750,90.0
16,2723,70.0
16,79132,60.0
16,1089,80.0
16,541,90.0
16,2427,30.0
16,1247,80.0
16,3741,80.0
16,3108,80.0
16,5618,90.0
16,356,70.0
16,2490,60.0
16,60069,80.0
16,3174,70.0
16,3949,80.0
16,50,80.0
16,1201,60.0
16,1197,80.0
16,4973,80.0
16,1193,80.0
16,1214,80.0
16,68954,80.0
16,1148,80.0
16,745,80.0
16,7099,70.0
16,3022,70.0
16,48394,80.0
16,4878,70.0
16,678,80.0
16,1704,70.0
16,3000,80.0
16,904,70.0
16,111,90.0
16,27611,80.0
16,47,70.0
16,2329,70.0
16,4226,90.0
16,4993,70.0
16,2571,70.0
16,1207,80.0
16,260,60.0
16,849,80.0
16,858,50.0
16,1223,80.0
16,5952,70.0
16,593,60.0
16,1219,60.0
16,91529,90.0
16,1188,50.0
16,58559,90.0
16,1196,60.0
16,1261,80.0
16,2762,70.0
16,1281,60.0
16,296,60.0
16,1680,70.0
16,204,40.0
17,6016,90.0
17,1036,80.0
17,58559,90.0
17,480,90.0
17,1100,70.0
17,858,100.0
17,6350,100.0
17,44,70.0
17,79132,90.0
17,4571,80.0
17,2502,90.0
17,7099,100.0
17,4993,90.0
17,47,80.0
17,48394,90.0
17,899,70.0
17,1222,90.0
17,318,100.0
17,1405,80.0
17,1375,70.0
17,1090,90.0
17,750,90.0
17,3039,90.0
17,3949,90.0
17,1263,80.0
17,1466,60.0
17,4226,80.0
17,780,80.0
17,593,90.0
17,3702,70.0
17,356,100.0
17,1210,100.0
17,3435,70.0
17,2005,80.0
17,1089,80.0
17,1258,80.0
17,7482,80.0
17,78499,80.0
17,68157,80.0
17,1197,70.0
17,3263,80.0
17,3508,80.0
17,6870,70.0
17,68358,90.0
17,1234,80.0
17,1270,90.0
17,1967,80.0
17,1358,60.0
17,1732,100.0
17,1259,80.0
17,589,90.0
17,1198,90.0
17,1228,90.0
17,1252,80.0
17,1206,100.0
17,910,70.0
17,48516,80.0
17,1196,100.0
17,2194,80.0
17,3147,90.0
17,1291,80.0
17,2762,80.0
17,1213,90.0
17,31658,90.0
17,60069,70.0
17,1032,90.0
17,1209,70.0
17,110,90.0
17,2019,70.0
17,33794,80.0
17,592,90.0
17,904,80.0
17,5782,80.0
17,27773,80.0
17,2028,90.0
17,7153,90.0
17,77455,70.0
18,91542,80.0
18,68319,80.0
18,2951,90.0
18,86880,60.0
18,44191,90.0
18,288,80.0
18,5903,70.0
18,4007,80.0
18,180,80.0
18,590,80.0
18,134130,90.0
18,5481,60.0
18,5989,80.0
18,57528,50.0
18,527,90.0
18,231,50.0
18,106839,80.0
18,2001,70.0
18,8957,70.0
18,96655,80.0
18,68954,80.0
18,26614,70.0
18,6863,70.0
18,5574,70.0
18,6,80.0
18,60074,50.0
18,37741,80.0
18,4262,80.0
18,1961,80.0
18,16,90.0
18,8361,60.0
18,4728,60.0
18,1240,80.0
18,114060,70.0
18,45517,70.0
18,2000,80.0
18,653,60.0
18,1095,80.0
18,1080,90.0
18,745,80.0
18,26444,70.0
18,1544,70.0
18,235,90.0
18,1,70.0
18,4896,70.0
18,177593,90.0
18,142488,90.0
18,500,70.0
18,111,80.0
18,1148,90.0
18,356,90.0
18,1676,70.0
18,7373,70.0
18,3257,60.0
18,367,50.0
18,8961,70.0
18,1086,80.0
18,2762,90.0
18,208,60.0
18,98124,80.0
18,1371,80.0
18,377,50.0
18,8798,80.0
18,337,80.0
18,1375,70.0
18,99114,80.0
18,648,60.0
18,4816,60.0
18,5608,80.0
18,1213,90.0
18,34405,70.0
18,34,50.0
18,32587,70.0
18,89745,80.0
18,6534,60.0
18,5944,50.0
18,122900,80.0
18,6807,90.0
18,6934,60.0
18,150548,80.0
18,7254,90.0
18,7147,90.0
18,1246,80.0
18,112552,90.0
18,135569,70.0
18,780,80.0
18,72011,70.0
18,49651,70.0
18,1580,70.0
18,329,80.0
18,116823,70.0
18,5952,70.0
18,6874,70.0
18,4011,90.0
18,122920,60.0
18,6300,90.0
18,2278,70.0
18,60756,60.0
18,27878,90.0
18,76077,60.0
18,7153,90.0
18,176101,70.0
18,2997,80.0
18,1212,90.0
18,64839,70.0
18,1527,70.0
18,91658,70.0
18,2571,90.0
18,2692,60.0
18,45722,80.0
18,595,60.0
18,102125,70.0
18,58299,80.0
18,1608,60.0
18,5669,70.0
18,3702,70.0
18,593,90.0
18,1270,80.0
18,58295,70.0
18,64197,90.0
18,3793,80.0
18,586,70.0
18,34150,70.0
18,111759,70.0
18,50,100.0
18,55276,80.0
18,32460,70.0
18,96488,80.0
18,73017,90.0
18,141688,80.0
18,502,40.0
18,1625,70.0
18,160438,60.0
18,2184,60.0
18,36519,60.0
18,33004,60.0
18,913,80.0
18,55247,70.0
18,36,80.0
18,2470,60.0
18,46578,70.0
18,64957,70.0
18,2268,80.0
18,1275,70.0
18,76175,50.0
18,80489,80.0
18,74458,90.0
18,1221,100.0
18,8368,70.0
18,40819,80.0
18,4383,80.0
18,8784,70.0
18,66934,80.0
18,77561,80.0
18,6870,80.0
18,134853,70.0
18,2291,80.0
18,45499,80.0
18,119145,80.0
18,60040,70.0
18,97938,60.0
18,6440,90.0
18,1201,100.0
18,5464,80.0
18,1805,70.0
18,69122,60.0
18,442,60.0
18,1517,50.0
18,1892,80.0
18,4993,90.0
18,1206,90.0
18,3681,90.0
18,70,70.0
18,111362,80.0
18,104,50.0
18,71899,90.0
18,72998,80.0
18,1784,70.0
18,589,90.0
18,431,80.0
18,4239,80.0
18,78499,80.0
18,162350,70.0
18,68073,90.0
18,91500,80.0
18,158238,80.0
18,90600,80.0
18,8917,70.0
18,370,60.0
18,73321,70.0
18,2411,60.0
18,115713,90.0
18,2421,60.0
18,99813,80.0
18,117176,80.0
18,4306,80.0
18,1732,90.0
18,1234,90.0
18,47491,80.0
18,2011,70.0
18,1214,80.0
18,2019,80.0
18,72378,60.0
18,98585,70.0
18,102445,80.0
18,106489,70.0
18,4995,90.0
18,168252,80.0
18,58559,80.0
18,919,80.0
18,5679,80.0
18,628,70.0
18,32,80.0
18,122926,70.0
18,6787,80.0
18,7318,50.0
18,2028,80.0
18,64614,70.0
18,296,80.0
18,3462,80.0
18,1370,70.0
18,79132,90.0
18,4886,80.0
18,541,80.0
18,110,90.0
18,162606,70.0
18,2412,60.0
18,70286,70.0
18,96610,60.0
18,44665,90.0
18,122924,80.0
18,1227,90.0
18,48394,80.0
18,2706,70.0
18,1196,80.0
18,161582,80.0
18,4327,80.0
18,55118,90.0
18,318,100.0
18,588,70.0
18,1954,80.0
18,102903,80.0
18,81788,90.0
18,1653,70.0
18,608,90.0
18,8641,50.0
18,78469,60.0
18,4973,80.0
18,79702,80.0
18,164179,60.0
18,1059,70.0
18,47200,60.0
18,3052,90.0
18,1260,80.0
18,122892,70.0
18,5418,80.0
18,364,60.0
18,2324,90.0
18,5008,90.0
18,1682,60.0
18,2409,80.0
18,59615,50.0
18,110102,70.0
18,27831,70.0
18,53125,70.0
18,165,80.0
18,79293,60.0
18,50872,70.0
18,5445,80.0
18,36529,80.0
18,1276,80.0
18,55765,90.0
18,1924,50.0
18,37733,80.0
18,68157,70.0
18,293,90.0
18,480,70.0
18,163,80.0
18,260,80.0
18,33794,90.0
18,2959,90.0
18,46965,20.0
18,57669,80.0
18,1208,70.0
18,38038,80.0
18,44555,80.0
18,1207,90.0
18,76251,90.0
18,555,80.0
18,48780,90.0
18,52604,90.0
18,86190,70.0
18,2002,70.0
18,53972,60.0
18,1245,80.0
18,1729,80.0
18,466,50.0
18,2058,70.0
18,1466,80.0
18,106782,60.0
18,2683,50.0
18,1198,80.0
18,1203,100.0
18,2410,70.0
18,1136,90.0
18,344,50.0
18,7438,70.0
18,5816,70.0
18,95441,50.0
18,1219,90.0
18,44022,70.0
18,54272,70.0
18,96432,80.0
18,904,90.0
18,3147,80.0
18,62434,70.0
18,6548,40.0
18,6333,80.0
18,86332,70.0
18,54286,80.0
18,2490,70.0
18,858,80.0
18,37729,80.0
18,5218,80.0
18,80219,70.0
18,5266,70.0
18,8950,80.0
18,2420,80.0
18,908,80.0
18,30812,80.0
18,91529,80.0
18,6709,60.0
18,3949,90.0
18,180095,60.0
18,31685,40.0
18,3751,70.0
18,159093,70.0
18,87232,80.0
18,1617,80.0
18,1020,70.0
18,1391,60.0
18,8360,70.0
18,3785,40.0
18,88140,80.0
18,1210,90.0
18,53996,60.0
18,68159,80.0
18,69757,80.0
18,1193,90.0
18,106072,70.0
18,2329,80.0
18,30793,80.0
18,374,50.0
18,3253,60.0
18,59315,80.0
18,2542,90.0
18,103772,80.0
18,63131,70.0
18,508,80.0
18,5995,90.0
18,69951,70.0
18,1209,100.0
18,6365,70.0
18,435,40.0
18,106487,80.0
18,923,100.0
18,784,40.0
18,1247,90.0
18,7293,60.0
18,67255,90.0
18,2115,80.0
18,48516,90.0
18,1356,90.0
18,6287,60.0
18,68358,70.0
18,1917,60.0
18,83349,60.0
18,1918,70.0
18,778,90.0
18,33615,70.0
18,4643,60.0
18,8665,80.0
18,7361,80.0
18,1222,90.0
18,73323,90.0
18,145,70.0
18,673,60.0
18,1721,80.0
18,2012,60.0
18,55290,90.0
18,4963,80.0
18,3896,80.0
18,8958,80.0
18,924,80.0
18,37386,30.0
18,457,70.0
18,79592,60.0
19,671,40.0
19,2003,60.0
19,3409,40.0
19,466,60.0
19,653,40.0
19,1285,100.0
19,1,80.0
19,2110,60.0
19,1049,40.0
19,2118,40.0
19,2900,40.0
19,3671,60.0
19,1021,40.0
19,3052,60.0
19,832,40.0
19,1573,80.0
19,362,40.0
19,3693,40.0
19,2369,40.0
19,3355,40.0
19,1783,20.0
19,1196,80.0
19,2791,40.0
19,2375,40.0
19,2808,40.0
19,1963,60.0
19,761,60.0
19,1097,100.0
19,2359,80.0
19,1148,80.0
19,260,80.0
19,2001,40.0
19,1845,60.0
19,1798,20.0
19,141,20.0
19,2518,40.0
19,357,80.0
19,1663,60.0
19,2123,60.0
19,47,60.0
19,799,60.0
19,3483,40.0
19,330,60.0
19,440,60.0
19,370,60.0
19,12,20.0
19,173,20.0
19,48,20.0
19,34,80.0
19,3623,40.0
19,1215,60.0
19,328,40.0
19,866,40.0
19,1461,60.0
19,627,40.0
19,3698,40.0
19,742,60.0
19,3489,40.0
19,3793,80.0
19,1377,60.0
19,1971,60.0
19,783,80.0
19,2968,100.0
19,3005,40.0
19,1409,60.0
19,2150,60.0
19,3032,60.0
19,325,40.0
19,537,20.0
19,3708,40.0
19,2279,40.0
19,1136,60.0
19,1556,20.0
19,3826,20.0
19,2036,40.0
19,2253,80.0
19,2716,80.0
19,1092,40.0
19,3324,40.0
19,3081,60.0
19,1219,80.0
19,906,60.0
19,1073,80.0
19,1653,80.0
19,3255,40.0
19,3397,40.0
19,2111,60.0
19,1805,60.0
19,1918,60.0
19,1610,60.0
19,1028,40.0
19,3591,40.0
19,3704,40.0
19,410,40.0
19,2302,60.0
19,319,20.0
19,3104,40.0
19,1359,60.0
19,3551,60.0
19,2092,40.0
19,541,80.0
19,423,60.0
19,2137,80.0
19,427,60.0
19,1862,20.0
19,930,60.0
19,1994,60.0
19,1644,40.0
19,1597,40.0
19,2571,80.0
19,2641,60.0
19,353,100.0
19,1234,80.0
19,92,40.0
19,2687,40.0
19,2026,40.0
19,2002,60.0
19,3550,60.0
19,2139,60.0
19,610,60.0
19,208,40.0
19,2959,100.0
19,1297,80.0
19,915,40.0
19,258,60.0
19,2140,80.0
19,2605,40.0
19,1020,60.0
19,1324,40.0
19,1267,60.0
19,2478,40.0
19,1911,40.0
19,2720,20.0
19,1919,40.0
19,1542,40.0
19,2709,40.0
19,1257,60.0
19,3683,60.0
19,442,60.0
19,1200,60.0
19,1923,80.0
19,1214,80.0
19,2174,80.0
19,2719,40.0
19,1193,80.0
19,724,80.0
19,3479,60.0
19,1373,20.0
19,1920,60.0
19,3300,60.0
19,186,40.0
19,2468,40.0
19,3499,60.0
19,1441,60.0
19,3064,40.0
19,2,60.0
19,3398,40.0
19,1457,60.0
19,450,40.0
19,414,40.0
19,480,40.0
19,3471,80.0
19,1307,60.0
19,842,40.0
19,1333,60.0
19,2134,40.0
19,1544,20.0
19,2802,60.0
19,87,40.0
19,3072,40.0
19,3477,100.0
19,1129,60.0
19,377,80.0
19,3476,60.0
19,1079,80.0
19,3213,80.0
19,2372,20.0
19,1892,40.0
19,762,20.0
19,3269,40.0
19,2394,60.0
19,539,60.0
19,720,80.0
19,3040,60.0
19,338,40.0
19,2097,60.0
19,2513,20.0
19,64,40.0
19,880,40.0
19,2027,20.0
19,913,100.0
19,2413,60.0
19,2657,60.0
19,3263,40.0
19,3361,40.0
19,158,60.0
19,924,60.0
19,1391,60.0
19,1777,60.0
19,2642,20.0
19,1077,60.0
19,1625,80.0
19,1086,80.0
19,1717,60.0
19,235,80.0
19,1779,40.0
19,2643,20.0
19,3454,40.0
19,2088,60.0
19,839,20.0
19,2699,60.0
19,1690,20.0
19,1551,40.0
19,2840,40.0
19,2788,40.0
19,3706,60.0
19,3176,20.0
19,1665,20.0
19,2374,40.0
19,2108,60.0
19,104,40.0
19,1489,40.0
19,3396,100.0
19,3754,80.0
19,3578,60.0
19,3063,40.0
19,2094,80.0
19,256,20.0
19,434,60.0
19,1973,40.0
19,1356,60.0
19,2414,60.0
19,2465,20.0
19,2105,60.0
19,3526,40.0
19,3247,60.0
19,253,60.0
19,2672,60.0
19,2683,60.0
19,2450,40.0
19,1590,20.0
19,3108,80.0
19,3466,40.0
19,1968,40.0
19,2528,40.0
19,2315,40.0
19,3087,60.0
19,965,40.0
19,637,40.0
19,1485,60.0
19,1748,60.0
19,474,60.0
19,592,100.0
19,378,60.0
19,2015,60.0
19,329,40.0
19,445,40.0
19,1256,80.0
19,1394,60.0
19,1894,40.0
19,2793,40.0
19,2490,60.0
19,719,40.0
19,1917,40.0
19,3770,40.0
19,2294,60.0
19,1500,40.0
19,2004,60.0
19,1374,100.0
19,3744,40.0
19,1372,100.0
19,2717,20.0
19,1747,40.0
19,2016,60.0
19,1047,60.0
19,1322,40.0
19,1396,60.0
19,2407,40.0
19,379,40.0
19,3450,60.0
19,575,40.0
19,1784,40.0
19,3740,40.0
19,3316,40.0
19,135,60.0
19,231,40.0
19,70,40.0
19,1479,60.0
19,170,60.0
19,2060,60.0
19,1550,40.0
19,457,80.0
19,1552,60.0
19,3273,40.0
19,368,60.0
19,3156,20.0
19,933,80.0
19,2033,60.0
19,3031,40.0
19,1376,80.0
19,2804,60.0
19,3393,20.0
19,2888,60.0
19,648,60.0
19,910,80.0
19,1921,60.0
19,3837,20.0
19,1380,60.0
19,606,40.0
19,1593,40.0
19,2266,60.0
19,558,40.0
19,3440,40.0
19,485,40.0
19,380,60.0
19,2606,80.0
19,1645,40.0
19,1569,60.0
19,3175,80.0
19,19,40.0
19,3257,40.0
19,3418,60.0
19,1588,40.0
19,3044,60.0
19,2617,60.0
19,837,80.0
19,3225,60.0
19,2320,60.0
19,2423,80.0
19,1346,40.0
19,3358,100.0
19,316,40.0
19,2263,40.0
19,3784,40.0
19,661,60.0
19,829,40.0
19,986,60.0
19,1342,40.0
19,1064,40.0
19,736,40.0
19,2100,60.0
19,852,80.0
19,2995,40.0
19,589,100.0
19,1127,60.0
19,2550,60.0
19,1991,40.0
19,3308,40.0
19,3082,40.0
19,2558,40.0
19,2406,60.0
19,3624,60.0
19,344,40.0
19,2040,40.0
19,2470,60.0
19,520,40.0
19,15,40.0
19,810,20.0
19,904,100.0
19,1367,20.0
19,540,20.0
19,1583,60.0
19,1907,60.0
19,2485,60.0
19,1648,40.0
19,3033,40.0
19,468,60.0
19,223,60.0
19,102,20.0
19,1688,60.0
19,3608,60.0
19,1909,60.0
19,2987,100.0
19,708,60.0
19,153,40.0
19,3484,40.0
19,1527,100.0
19,3798,40.0
19,2455,40.0
19,3785,20.0
19,903,100.0
19,497,60.0
19,597,60.0
19,1081,40.0
19,2916,60.0
19,1499,20.0
19,1580,40.0
19,2581,60.0
19,3101,20.0
19,1584,60.0
19,165,60.0
19,2428,60.0
19,1339,40.0
19,2145,40.0
19,372,20.0
19,2000,60.0
19,3448,60.0
19,3035,80.0
19,2502,40.0
19,1031,40.0
19,2053,40.0
19,2763,80.0
19,788,40.0
19,3258,40.0
19,2232,60.0
19,2806,40.0
19,2078,40.0
19,293,80.0
19,3839,20.0
19,350,40.0
19,1562,20.0
19,3594,40.0
19,3743,40.0
19,1831,40.0
19,1812,60.0
19,2860,40.0
19,1617,80.0
19,2706,60.0
19,1258,40.0
19,1345,60.0
19,2355,60.0
19,2144,60.0
19,273,20.0
19,1375,60.0
19,196,40.0
19,494,40.0
19,364,60.0
19,1198,100.0
19,1371,60.0
19,65,40.0
19,2245,60.0
19,546,40.0
19,1057,60.0
19,830,40.0
19,1967,100.0
19,2453,60.0
19,3505,60.0
19,2065,40.0
19,2870,60.0
19,2261,40.0
19,2985,60.0
19,2463,40.0
19,1676,40.0
19,3264,60.0
19,1278,80.0
19,2858,80.0
19,2115,60.0
19,3515,60.0
19,3699,40.0
19,1970,60.0
19,3584,40.0
19,2918,100.0
19,420,40.0
19,2052,40.0
19,2054,60.0
19,2396,80.0
19,2081,80.0
19,2048,60.0
19,2248,60.0
19,709,40.0
19,1016,60.0
19,1603,40.0
19,185,40.0
19,2496,60.0
19,367,80.0
19,2953,60.0
19,356,40.0
19,1924,40.0
19,374,40.0
19,3203,40.0
19,3510,60.0
19,1407,60.0
19,2133,60.0
19,107,40.0
19,1732,60.0
19,2458,40.0
19,3048,40.0
19,339,60.0
19,3481,40.0
19,2424,40.0
19,3535,40.0
19,2746,60.0
19,2416,60.0
19,332,40.0
19,2722,40.0
19,3243,60.0
19,1197,100.0
19,2371,80.0
19,2797,60.0
19,3835,40.0
19,881,20.0
19,798,40.0
19,2901,20.0
19,3717,40.0
19,1179,40.0
19,2710,40.0
19,2997,80.0
19,3701,40.0
19,543,60.0
19,3070,100.0
19,407,60.0
19,2014,40.0
19,2857,60.0
19,3809,60.0
19,2836,60.0
19,422,60.0
19,3301,40.0
19,1378,60.0
19,1259,60.0
19,2915,40.0
19,2491,80.0
19,3016,60.0
19,2227,60.0
19,2418,40.0
19,818,80.0
19,2548,40.0
19,674,80.0
19,1265,80.0
19,1269,80.0
19,3421,80.0
19,2034,40.0
19,3536,40.0
19,1754,40.0
19,2701,20.0
19,2153,60.0
19,849,40.0
19,1722,60.0
19,2467,60.0
19,588,60.0
19,351,40.0
19,3752,60.0
19,3685,60.0
19,3763,60.0
19,44,60.0
19,3114,40.0
19,3238,20.0
19,1689,40.0
19,1888,40.0
19,1517,60.0
19,2393,60.0
19,1347,40.0
19,2082,60.0
19,13,60.0
19,1379,40.0
19,1848,40.0
19,2539,40.0
19,733,60.0
19,1032,20.0
19,2143,60.0
19,435,40.0
19,1882,40.0
19,2762,80.0
20,6166,30.0
20,6170,80.0
20,5481,20.0
20,4821,10.0
20,2018,80.0
20,3623,60.0
20,4718,60.0
20,158,60.0
20,3999,40.0
20,3549,100.0
20,2096,80.0
20,4816,70.0
20,783,70.0
20,3852,80.0
20,4027,80.0
20,2116,50.0
20,2161,90.0
20,3751,100.0
20,801,50.0
20,2300,100.0
20,4306,100.0
20,899,80.0
20,107,70.0
20,4995,100.0
20,2033,80.0
20,1907,100.0
20,3753,60.0
20,837,80.0
20,5349,60.0
20,1947,100.0
20,5463,40.0
20,1031,60.0
20,4776,70.0
20,317,70.0
20,2006,40.0
20,5507,10.0
20,3512,60.0
